,title,location,posted_on,deadline,details,institute,link,keyword,comb,exist
632,Call for a Postdoctoral Fellow for Professor Nadinath Nillegoda’s Lab at Keio University WPI-Bio2Q,Japan,7 August 2025,30 Sep 2025 - 23:59 (UTC),[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Our laboratory’s overarching research focuses on protein quality control pathways that help maintain cellular proteostasis (protein homeostasis) and promote cell repair after...,JREC-IN Portal,/jobs/366876,Machine_Learning_for_Neuroscience,7 August 2025|/jobs/366876,False
633,"Call for Postdoctoral Fellows (Fixed-term Project Researcher) to work at AI Incubator Labs at WPI-IRCN, The University of Tokyo",Japan,7 August 2025,30 Sep 2025 - 23:59 (UTC),[Background of the recruitment and description of the project] * Background of the recruitment and description of the project WPI-IRCN is seeking post-doctoral research fellows (AI Incubator) who specialize in machine learning/artificial intelligence/statistics and/or computational/mathematical...,JREC-IN Portal,/jobs/366911,Machine_Learning_for_Neuroscience,7 August 2025|/jobs/366911,False
640,PhD Candidate in Cell Biology and Microscopy,Netherlands,11 July 2025,17 Aug 2025 - 21:59 (UTC),Are you fascinated by the molecular interactions that drive cellular processes and functions? Are you excited about using advanced microscopy methods and fluorescent probes to study cellular signalling? Then this may be the right job for you!Join us!We are looking for a PhD candidate to study the...,University of Amsterdam (UvA) via AcademicTransfer,/jobs/360332,Machine_Learning_for_Neuroscience,11 July 2025|/jobs/360332,False
680,Postdoctoral position in Advanced electrochemical characterizations with operando and correlative operando approach of functional materials for electrolyzers and fuel cells,Italy,22 July 2025,5 Sep 2025 - 00:00 (UTC),"Commitment & contract: 24 months collaboration contract Location: The activity will be carried out @ Center for Sustainable Future Technologies (CSFT) – IIT, Via Livorno 60, 10144, Turin, Italy. Step into a world of endless possibilities, together let’s leave something for the future! At IIT, we are...",ISTITUTO ITALIANO DI TECNOLOGIA,/jobs/362888,Cognitive_Neuroscience,22 July 2025|/jobs/362888,False
685,Human Movement and Sport Sciences  41st Cycle,Italy,19 July 2025,3 Sep 2025 - 11:59 (UTC),1.Functional Evaluation and Analysis of Sport Performance;2.Exercise Physiology;3.Biochemistry and molecular biology–Exercise biochemistry;4.Biology and Genetics of Human Movement;5.Endocrinology;6.Sports Medicine;7.General Pedagogy and Special Pedagogy;8.Bioengineering and Neuromechanics of Human...,"Italian Ministry of Education, University and Research",/jobs/362643,Cognitive_Neuroscience,19 July 2025|/jobs/362643,False
687,M/F Doctoral thesis on Parkinson's disease,France,18 July 2025,7 Aug 2025 - 23:59 (UTC),"The applicant will benefit from a highly collaborative and international environment at IPMC (79 researchers, 20 teams). IPMC provides access to state-of-the-art platforms and technical support. IPMC is located at Valbonne, a scientifically and culturally rich and unique environment. Parkinson's...",CNRS - National Center for Scientific Research,/jobs/362290,Cognitive_Neuroscience,18 July 2025|/jobs/362290,False
700,"1 (one) research fellowship for a master student or bachelor enrolled in a non-academic degree course (BI), project HORUS 360IOMS NEXTGEN (ref.ª HORUSNEXTGEN_BSc2)",Portugal,6 August 2025,21 Aug 2025 - 23:59 (Europe/London),"A call is open for the allocation of 1 (one) research fellowship for a master student or bachelor enrolled in a non-academic degree course (BI), within the Research Project entitled HORUS 360IOMS NEXTGEN - Next Generation Intelligent Offender Management System, funded by COMPETE 2030 Programme...",University of Beira Interior,/jobs/366779,Behavioral_Data_Science,6 August 2025|/jobs/366779,False
701,Postdoctoral position in ion channels and pain (M/F),France,6 August 2025,26 Aug 2025 - 23:59 (UTC),"The postdoctoral researcher (four-month contract) will be responsible for developing, conducting, and analyzing experiments as part of research projects related to acute and chronic pain. The main objective of the project is to study the potential role of certain ion channels in the development and...",CNRS - National Center for Scientific Research,/jobs/366712,Behavioral_Data_Science,6 August 2025|/jobs/366712,False
702,PhD on Loneliness of Young Adults & the Built Environment,Netherlands,6 August 2025,12 Aug 2025 - 21:59 (UTC),"Are you passionate about exploring how public spaces can reduce loneliness and enhance well-being for young adults? Contribute to innovative research combining experience sampling, co-design, and immersive Virtual Reality to shape inclusive, socially vibrant urban environments.InformationLoneliness...",AcademicTransfer,/jobs/366632,Behavioral_Data_Science,6 August 2025|/jobs/366632,False
703,Post-doctoral or associate researcher position – PATTERN 3 project (Prevention of Addiction and Intergenerational Transmission – part 3),France,5 August 2025,30 Sep 2025 - 23:59 (Europe/Paris),"Department of Human and Social Sciences Position based in Rennes (France) Institution The EHESP-School of Public Health is a scientific public institution. EHESP is a member of the network of public service schools (RESP), France Universities and the conference of Grandes écoles (CGE).EHESP is also...",EHESP,/jobs/366612,Behavioral_Data_Science,5 August 2025|/jobs/366612,False
704,Doctoral Researcher in the areas of Microbial Pathogens and Climate Change,Germany,5 August 2025,31 Aug 2025 - 23:59 (Europe/Berlin),"Most fungal pathogens that infect humans originate from the environment. However, our understanding of how climate change will influence these pathogens remains limited. This project will explore how changing environmental conditions impact the evolution, behaviour, and potential infectivity of...","University of Jena - Cluster of Excellence ""Balance of the Microverse""",/jobs/366570,Behavioral_Data_Science,5 August 2025|/jobs/366570,False
705,"Institute Professor at the Laboratory of Neurodegeneration and Experimental Therapy,  Department of Brain Biochemistry IP PAS",Poland,5 August 2025,25 Aug 2025 - 23:59 (Europe/Warsaw),"POSITION DESCRIPTION:We are seeking a team member to plan, coordinate and conduct research on the effects of drug administration on the behavior of laboratory mice. The research will involve assessing the effects of single and repeated administration of LPS on behaviour changes using Promethion...",Institute of Pharmacology Polish Academy of Sciences,/jobs/366545,Behavioral_Data_Science,5 August 2025|/jobs/366545,False
706,PhD Thesis: Multi-scale seismic characterization of active rockslides: from internal deformation to mass movement dynamics (M/F),France,5 August 2025,25 Aug 2025 - 23:59 (UTC),"Axis 1: Internal damage and failure precursors The main focus of the project involves leveraging data from a spatially dense seismic array to gain insights into rockslide behavior. Seismic array processing techniques, machine learning, and deep learning algorithms, will be employed to detect, locate...",CNRS - National Center for Scientific Research,/jobs/366492,Behavioral_Data_Science,5 August 2025|/jobs/366492,False
709,2 (two) Research Fellowships (BI) for a Master enrolled in a non-degree course,Portugal,4 August 2025,19 Aug 2025 - 23:59 (Europe/Lisbon),"2 (two) Research Fellowships (BI) for a Master enrolled in a non-degree course 2 Research Fellowship(s) (BI) is(are) open at the FCiências.ID – Associação para a Investigação e Desenvolvimento de Ciências, for the project/R&D institution “OCTOCULT: Enhancing octopus welfare in aquaculture settings”...",FCiências.ID,/jobs/366378,Behavioral_Data_Science,4 August 2025|/jobs/366378,False
710,PhD student in Visualization and Media technology,Sweden,5 July 2025,10 Aug 2025 - 22:00 (UTC),"We are looking for a PhD student in Visualization Technology and Methodology with a focus on interactive visualization, visual learning, science communication, and educational science, formally based at the Department of Science and Technology, Campus Norrköping. You will have the possibility to...",Talentech,/jobs/358503,Behavioral_Data_Science,5 July 2025|/jobs/358503,False
711,PhD student position in Robotics and Machine Learning for Autonomous Manipulation,Sweden,5 July 2025,23 Aug 2025 - 22:00 (UTC),"PhD student position in Robotics and Machine Learning for Autonomous Manipulation We are offering a WASP, The Wallenberg AI, Autonomous Systems and Software Program, funded PhD position that provides a unique opportunity to develop deep expertise in robotics, machine learning, and control. WASP is a...",Talentech,/jobs/358504,Behavioral_Data_Science,5 July 2025|/jobs/358504,False
712,PhD Position: Social Interaction and Language Technology,Netherlands,5 July 2025,26 Aug 2025 - 21:59 (UTC),"Are you interested in social interaction and language technology? As a PhD candidate, you will investigate a topic at the intersection of human language and interactive interfaces. You will be able to co-design your own research project as part of a larger team effort to better understand how...",Radboud University Nijmegen via AcademicTransfer,/jobs/358516,Behavioral_Data_Science,5 July 2025|/jobs/358516,False
713,Postdoc Position: Social Interaction and Language Technology,Netherlands,5 July 2025,26 Aug 2025 - 21:59 (UTC),"Are you interested in social interaction and language technology? As a postdoctoral researcher, you will investigate topics at the intersection of human language and interactive interfaces. You will be able to design your own research projects and form part of the core staff of a transdisciplinary...",Radboud University Nijmegen via AcademicTransfer,/jobs/358517,Behavioral_Data_Science,5 July 2025|/jobs/358517,False
714,"OPENING OF A CALL FOR TENDERS TO HIRE 1 (ONE) MASTER'S DEGREE HOLDER WITHIN THE SCOPE OF THE PROJECT ""UNI_R: INTEGRATED RESPONSE IN THE PROMOTION OF MENTAL HEALTH IN HIGHER EDUCATION"", OF THE R&D UNIT APPsyCI - APPLIED PSYCHOLOGY RESEARCH PSYCHOLOGY RESEA",Portugal,4 July 2025,13 Aug 2025 - 23:00 (Europe/Lisbon),"OPENING OF A CALL FOR TENDERS TO HIRE 1 (ONE) MASTER'S DEGREE HOLDER WITHIN THE SCOPE OF THE PROJECT ""UNI_R: INTEGRATED RESPONSE IN THE PROMOTION OF MENTAL HEALTH IN HIGHER EDUCATION"", OF THE R&D UNIT APPsyCI - APPLIED PSYCHOLOGY RESEARCH PSYCHOLOGY RESEARCH CENTER CAPABILITIES & INCLUSION OF ISPA -...","ISPA, CRL",/jobs/358491,Behavioral_Data_Science,4 July 2025|/jobs/358491,False
715,Professor of Combustion Processes (tenured or tenure track),Estonia,4 July 2025,31 Aug 2025 - 23:59 (Europe/Helsinki),The Department of Energy Technology at Tallinn University of Technology (TalTech) invites applications for a Tenured Professorship in Combustion (and Thermochemical Conversion) Processes. We are seeking an internationally recognized researcher to lead innovative research and education in the fields...,Tallinn University of Technology,/jobs/358371,Behavioral_Data_Science,4 July 2025|/jobs/358371,False
716,PhD Position F/M Application-aware I/O scheduling in HPC systems,France,4 July 2025,8 Aug 2025 - 00:00 (UTC),"High-performance computing (HPC) plays a critical role in enabling scientific advancements across domains such as artificial intelligence, climate modeling, and engineering by providing the necessary computational power to process massive datasets. In HPC systems, applications running on compute...",inria,/jobs/358224,Behavioral_Data_Science,4 July 2025|/jobs/358224,False
717,"EngD or PostDoc Position on Future-Proof, Self-Organizing, Smart Logistics",Netherlands,4 July 2025,1 Sep 2025 - 21:59 (UTC),"We are looking for a highly motivated, enthusiastic, and curious EngD (Engineering Doctorate) or PostDoc researcher to join our Industrial Engineering & Business Information Systems (IEBIS) section at the Faculty of Behavioural, Management and Social Sciences. This position allows you to contribute...",AcademicTransfer,/jobs/358221,Behavioral_Data_Science,4 July 2025|/jobs/358221,False
718,ANNOUNCEMENT INTERNATIONAL TENDER FOR THE RECRUITMENT OF A POST-DOCTORAL ASSOCIATE RESEARCHER,Portugal,3 July 2025,13 Aug 2025 - 23:59 (Europe/Lisbon),"recruit one (1) ) post-doctoral assistant researcherresearcher to perform duties in the scientific area of Geochronology / Plio-Pleistocene Geology or related areas, under the research project “ERC WRAP- Western Rift Archaeology and Palaeoenvironments Project”, for the Research Unit Interdiciplnary...",Universidade do Algarve,/jobs/358068,Behavioral_Data_Science,3 July 2025|/jobs/358068,False
719,assistant professor in the group of research and teaching position,Poland,1 July 2025,20 Aug 2025 - 23:59 (Europe/Warsaw),assistant professor in the group of research and teaching position,AGH University of Krakow,/jobs/357352,Behavioral_Data_Science,1 July 2025|/jobs/357352,False
728,Post-Doc for Translational Obesity and Metabolism Research,Israel,27 May 2025,27 May 2026 - 15:36 (Asia/Jerusalem),"About Our Campus: The Ein Kerem campus of the Hebrew University, established in 1960, is in southwestern Jerusalem. This campus hosts the Faculty of Medicine and the School of Dentistry, located next to Hadassah Hospital, one of the city’s main medical centers. It is also home to other healthcare...",Hebrew University of Jerusalem,/jobs/347496,Brain_decoding,27 May 2025|/jobs/347496,False
743,"Assistant Professor (Integrated circuits field (circuit design, signal processing, computer architecture, systems)) (Extended)",Japan,7 August 2025,31 Oct 2025 - 23:59 (UTC),[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Hiroshima University (HU) herewith makes an open international job offer and seeks to appoint Assistant Professor on Tenure Track System in the research area of Semiconductor...,JREC-IN Portal,/jobs/366969,Computational_Neuroscience,7 August 2025|/jobs/366969,False
744,【Extension of period】Call for Assistant Professor (Tenure Track) (Division of Robotic),Japan,7 August 2025,29 Aug 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Department of Intelligent Mechanical Systems, Faculty of Environmental, Life, Natural Science and Technology, Okayama University is inviting applications for a position of...",JREC-IN Portal,/jobs/366996,Computational_Neuroscience,7 August 2025|/jobs/366996,False
746,Assistant Professor / Research Associate,Japan,7 August 2025,30 Dec 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project We are seeking to appoint an assistant professor and a research associate who are highly motivated, bright, and ambitious person to join our team, focusing on Biometrical...",JREC-IN Portal,/jobs/367005,Computational_Neuroscience,7 August 2025|/jobs/367005,False
748,"Assistant Professor in School of Engineering (Mechanical Engineering), Institute of Science Tokyo (Former: Tokyo Institute of Technology, Biomechanics)",Japan,7 August 2025,3 Oct 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project A research field on biomechanics and biomaterials aimed at understanding biological systems at the molecular, cellular, tissue, and organ levels—across nano, micro, milli...",JREC-IN Portal,/jobs/367022,Computational_Neuroscience,7 August 2025|/jobs/367022,False
763,Intelligence artificielle pour l'optimisation diagnostique et pronostique de l'imagerie nucléaire SPECT de la perfusion myocardique // Artificial intelligence - driven optimization of SPECT Myocardial Perfusion Imaging for the Non-Invasive Assessment of C,France,20 May 2025,9 Sep 2025 - 22:00 (UTC),"Les maladies cardiovasculaires (MCV) ont emporté 19,9 millions d'individus en 2021, soit ~30 % de la mortalité mondiale totale estimée à 68 millions d'individus. Avec 9 millions de décès dans le monde, l'ischémie myocardique représente à elle seule 45 % de la mortalité cardiovasculaire et 15 % de la...",ABG  - Association Bernard Gregory,/jobs/345310,Machine_Learning_for_Neuroscience,20 May 2025|/jobs/345310,False
784,PhD position in photonic processors,Netherlands,25 July 2025,31 Oct 2025 - 22:59 (UTC),"As a PhD student, you will be responsible for the design, fabrication, and characterization of photonic processors on ferroelectric materials including thin film lithium niobate and barium titanate. You will develop and optimize these integrated photonic processors to reach maximum power efficiency...",AcademicTransfer,/jobs/364119,Neurotechnology,25 July 2025|/jobs/364119,False
785,PhD position in Photonic Processors,Netherlands,24 July 2025,31 Oct 2025 - 22:59 (UTC),"As a PhD student, you will be responsible for the design, fabrication, and characterization of photonic processors on ferroelectric materials including thin film lithium niobate and barium titanate. You will develop and optimize these integrated photonic processors to reach maximum power efficiency...",AcademicTransfer,/jobs/363760,Neurotechnology,24 July 2025|/jobs/363760,False
789,Postdoctoral Research Fellow in law of artificial intelligence applications in health,Norway,11 June 2025,1 Sep 2025 - 23:59 (Europe/Oslo),"The positionWe are thrilled to announce an exceptional opportunity for a three-year postdoctoral fellowship focusing on legal aspects of artificial intelligence (AI) applications in health, specifically mental healthcare. This presents an outstanding opportunity for career advancement in a...",UiT The Arctic University of Norway,/jobs/351618,Neurotechnology,11 June 2025|/jobs/351618,False
792,PhD Student in Urban Water Engineering – pollutant processes in nature-based stormwater systems,Sweden,6 June 2025,4 Sep 2025 - 22:00 (UTC),"Luleå University of Technology is in strong growth with world-leading competence in several research areas. We shape the future through innovative education and ground-breaking research results, and based on the Arctic region, we create global social benefit. Our scientific and artistic research and...",Talentech,/jobs/350017,Behavioral_Data_Science,6 June 2025|/jobs/350017,False
793,Doctoral students in Guided Difussion Models for Reinforcement Learning,Sweden,6 June 2025,12 Aug 2025 - 21:59 (UTC),Project descriptionThird-cycle subject: Electrical EngineeringReinforcement Learning (RL) agents tackle sequential decision-making problems by interacting with an environment and refining their behavior through trial and error. These methods have demonstrated remarkable success across various...,Academic Positions,/jobs/350407,Behavioral_Data_Science,6 June 2025|/jobs/350407,False
795,IDT - 2 persons,Romania,5 June 2025,7 Dec 2025 - 16:00 (Europe/Bucharest),Projects:1. Advanced integrated system for vehicle identification using multiple recognition ⁄ confirmation elements based on artificial intelligence (AI) - The solution proposes the development of AI algorithms that use advanced state-of-the-art techniques and architectures based on deep neural...,SOFTRUST VISION ANALYTICS,/jobs/349801,Behavioral_Data_Science,5 June 2025|/jobs/349801,False
796,SD-25009 –POSTDOC ON MACHINE LEARNING FOR ROAD CHARACTERIZATION,Luxembourg,4 June 2025,31 Aug 2025 - 00:00 (Europe/Luxembourg),"Temporary contract | 24 months | Belval Are you passionate about research? So are we! Come and join usThe Luxembourg Institute of Science and Technology (LIST) is a Research and Technology Organization (RTO) active in the fields of materials, environment and IT. By transforming scientific knowledge...",Luxembourg Institute of Science and Technology,/jobs/349526,Behavioral_Data_Science,4 June 2025|/jobs/349526,False
798,Postdoc Position in Modelling at Different Scales of Life,Netherlands,4 June 2025,31 Aug 2025 - 21:59 (UTC),Are you passionate about research that tackles health inequalities from the earliest stages of life? Do you enjoy working in an interdisciplinary research setting? The Computational Science Lab is looking for an ambitious Post-Doctoral researcher. Your research will be part of the MetaHealth project...,University of Amsterdam (UvA) via AcademicTransfer,/jobs/349229,Behavioral_Data_Science,4 June 2025|/jobs/349229,False
799,SD-25258 – POST DOC IN EFFICIENT PYROELECTRIC ENERGY HARVESTING,Luxembourg,2 June 2025,31 Aug 2025 - 00:00 (Europe/Luxembourg),"Temporary contract | 24 months | Belvaux Are you passionate about research? So are we! Come and join usThe Luxembourg Institute of Science and Technology (LIST) is a Research and Technology Organization (RTO) active in the fields of materials, environment and IT. By transforming scientific knowledge...",Luxembourg Institute of Science and Technology,/jobs/348790,Behavioral_Data_Science,2 June 2025|/jobs/348790,False
800,assistant professor in the group of research and teaching position,Poland,2 June 2025,22 Aug 2025 - 23:59 (Europe/Warsaw),"assistant professor in the group of research and teaching position, discipline: computer science",AGH University of Krakow,/jobs/348783,Behavioral_Data_Science,2 June 2025|/jobs/348783,False
808,Postdoc in Soft Tactile Sensor Arrays for Food Manipulation,Italy,24 April 2025,31 Aug 2025 - 00:00 (UTC),"Commitment & contract: Postdoc – Duration up to 24 months Location: Genova Step into a world of endless possibilities, together let’s leave something for the future! At IIT, we are committed to advancing human-centered Science and Technology to address the most urgent societal challenges of our era...",ISTITUTO ITALIANO DI TECNOLOGIA,/jobs/338340,Cognitive_Neuroscience,24 April 2025|/jobs/338340,False
812,PhD on demographic behaviour of migrant communities in Belgium,Belgium,10 July 2025,31 Aug 2025 - 21:59 (UTC),"1 - Working at the VUBFor more than 50 years, the Vrije Universiteit Brussel has stood for freedom, equality and solidarity, and this is very much alive on our campuses among students and staff alike. At the VUB, you will find a diverse collection of personalities: innovators pur sang, but above all...",Academic Positions,/jobs/360125,Behavioral_Data_Science,10 July 2025|/jobs/360125,False
813,"Call for applications for Assistant Professor in Institute of Natural Science and Technology, Agronomy field, Niigata University",Japan,10 July 2025,18 Aug 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Niigata University is implementing the ""Niigata University Young Faculty Swing-by Program,"" a program for the collective recruitment and training of young faculty members...",JREC-IN Portal,/jobs/360005,Behavioral_Data_Science,10 July 2025|/jobs/360005,False
814,PhD: A deep dive into youth cyberhate,Netherlands,10 July 2025,5 Sep 2025 - 21:59 (UTC),"In this PhD project, you will contribute to our understanding of cyberhate. What does it look like, and how does it develop in adolescence? You will examine who might be vulnerable to cyberhate exposure, victimisation, and perpetration based on survey and social media data. You will also study...",Utrecht University via AcademicTransfer,/jobs/360006,Behavioral_Data_Science,10 July 2025|/jobs/360006,False
815,PhD: Recognizing Multicultural Strengths of Youth via Social Networks at Work,Netherlands,10 July 2025,17 Aug 2025 - 21:59 (UTC),"We are looking for a PhD candidate to study social and psychological factors that influence youths’ transition to the labor market.Your jobIn the Netherlands, adolescents with a migration background are less likely to find (adequate) internships and first-time jobs compared to their peers without a...",Utrecht University via AcademicTransfer,/jobs/360017,Behavioral_Data_Science,10 July 2025|/jobs/360017,False
817,PhD scholarship in Development of Simulation for the Fatigue Life Prediction of AM Components based on Process-Induced Defects,Denmark,9 July 2025,15 Aug 2025 - 12:00 (Europe/Copenhagen),"DTU, Department of Civil and Mechanical Engineering, the Section for Manufacturing Engineering invites applications for a PhD position (3 years) on the topic of simulation of process induced defects and the resultant fatigue life of metal additive manufactured samples. The project is part of a...",Danmarks Tekniske Universitet,/jobs/359691,Behavioral_Data_Science,9 July 2025|/jobs/359691,False
818,Postdoc position in graphene composites for water purification,Sweden,9 July 2025,30 Sep 2025 - 22:00 (UTC),Are you passionate about cutting-edge materials research with real-world environmental impact? We’re looking for a highly motivated postdoctoral researcher to join our team at Chalmers University of Technology as part of an exciting EU-funded project focused on water purification. About the...,Talentech,/jobs/359421,Behavioral_Data_Science,9 July 2025|/jobs/359421,False
819,Post-Doctoral Fellowship in Structural Biology,Brazil,9 July 2025,15 Aug 2025 - 23:59 (UTC),"The research plan for this post-doctoral position funded by the São Paulo Research Foundation (FAPESP) focuses on studying GRASP proteins, particularly their structural and dynamic properties. It involves a multi-faceted approach using several experimental methods, such as X-ray crystallography and...","FAPESP, SAO PAULO RESEARCH FOUNDATION",/jobs/359456,Behavioral_Data_Science,9 July 2025|/jobs/359456,False
820,ASSISTANT PROFESSOR OF THE INSTITUT MINES-TELECOM,France,9 July 2025,30 Aug 2025 - 22:00 (UTC),"Missions : The CERI is involved in all of the Engineer curricula. It is notably responsible for two of the four specialty areas of the school (Industry and Services, and Digital Sciences and Technologies) in the initial training under student status (FISE) and an apprenticeship program in...",ABG  - Association Bernard Gregory,/jobs/359462,Behavioral_Data_Science,9 July 2025|/jobs/359462,False
821,Professor of Hydrobiology at the career level of Associate Professor,Estonia,8 July 2025,15 Sep 2025 - 23:59 (Europe/Tallinn),"Duties and responsibilitiesResearch and development at an international level in the field of aquatic ecology, focusing specifically on the functioning of the microbial loop under various conditions and identifying the organisms involved.Teaching and research on the relationships between microbial...",Estonian University of Life Sciences,/jobs/359351,Behavioral_Data_Science,8 July 2025|/jobs/359351,False
823,Full/Associate/Assistant Professor in Biomedical Engineering,Macao,12 July 2025,9 Sep 2025 - 00:00 (UTC),(Reference No.: FST/ECE/BME/07/2025) The University of Macau (UM) is an internationalized research-oriented comprehensive public university in the Macao Special Administrative Region (MSAR) located at the west bank of the Guangdong-Hong Kong-Macao Greater Bay Area (GBA). The GBA is rapidly...,Times Higher Education,/jobs/360687,Brain-Computer_Interface,12 July 2025|/jobs/360687,False
827,Postdoc in characterization of strain-rate sensitivity of metals,Sweden,28 June 2025,8 Aug 2025 - 21:59 (UTC),Job descriptionAt the Hultgren Laboratory at the Department of Materials Science and Engineering we are seeking a postdoctoral researcher to investigate materials behavior at micrometer length scales during deformation at high velocities. High strain rate deformation is fundamental to processes such...,Academic Positions,/jobs/356713,Behavioral_Data_Science,28 June 2025|/jobs/356713,False
828,"Doctoral fellow - Department of Marketing, Innovation and Organisation",Belgium,28 June 2025,15 Aug 2025 - 21:59 (UTC),"Last application date Aug 15, 2025 00:00Department EB23 - Department of Marketing, Innovation and OrganisationContract Limited durationDegree Master in Economic or Applied Economic Sciences, Business Administration, Business Engineering, Psychological Sciences, Communication Sciences, Sociology, or...",Academic Positions,/jobs/356730,Behavioral_Data_Science,28 June 2025|/jobs/356730,False
829,Postdoctoral Researcher in psychology/cognitive science with focus on social learning and cultural evolution,Sweden,28 June 2025,10 Aug 2025 - 21:59 (UTC),"Do you want to contribute to top quality research? The Mechanisms of Social Behavior lab at the Karolinska Institutet (PI: Björn Lindström) in Stockholm, Sweden is seeking a highly qualified postdoctoral researcher to join our team. Funded by the Swedish Research Council, we are developing a new...",Karolinska Institutet via Varbi,/jobs/356509,Behavioral_Data_Science,28 June 2025|/jobs/356509,False
830,Postdoctoral Research Fellow in artificial intelligence for low-resource language cognitive tests,Norway,27 June 2025,15 Aug 2025 - 23:59 (Europe/Oslo),The positionThe position: An exciting researcher position is available in the Department of Computer Science in collaboration with the Department of Clinical Medicine at UiT - The Arctic University of Norway. The position is funded for a period of three years. The research will be conducted within...,UiT The Arctic University of Norway,/jobs/356328,Behavioral_Data_Science,27 June 2025|/jobs/356328,False
831,Co-Orchestration of Collaborative Learning in Synchronous Hybrid Education,Belgium,27 June 2025,11 Aug 2025 - 23:59 (UTC),"Are you fascinated by the interaction between technology, learning and teaching? Discover this PhD opportunity on co-orchestration in hybrid education.",KU Leuven,/jobs/356111,Behavioral_Data_Science,27 June 2025|/jobs/356111,False
833,"Postdoctoral Researcher in Leadership, Learning and Development",Netherlands,27 June 2025,17 Aug 2025 - 21:59 (UTC),"Welcome to Maastricht UniversityThe world is rapidly changing, and we’re growing along with it to meet this change. Your work makes a difference here, whether you’re exploring the future as a researcher, inspiring students in the classroom, or helping shape everything that makes our education and...",Maastricht University via AcademicTransfer,/jobs/356082,Behavioral_Data_Science,27 June 2025|/jobs/356082,False
834,PhD Position on Nuclear fuel chemistry in next generation Lead cooled Fast Reactors,Netherlands,27 June 2025,15 Aug 2025 - 21:59 (UTC),"Job description Light water reactors (LWRs) are currently the reference in the nuclear industry, but the current fleet of reactors will reach in a few years the end of their operating licenses. Generation IV reactors, among which the Lead cooled Fast Reactor (LFR), are currently being developed to...",Delft University of Technology via AcademicTransfer,/jobs/356096,Behavioral_Data_Science,27 June 2025|/jobs/356096,False
835,Assistant / Associate Professor (Tenure track) in Strategic Management,Finland,27 June 2025,12 Sep 2025 - 00:00 (UTC),"Aalto University is where science and art meet technology and business. We shape a sustainable future by making research breakthroughs in and across our disciplines, sparking the game changers of tomorrow and creating novel solutions to major global challenges. Our community is made up of 13 000...",Aalto University,/jobs/356203,Behavioral_Data_Science,27 June 2025|/jobs/356203,False
839,Information-based modelling and computation for complex systems,Italy,16 July 2025,11 Aug 2025 - 23:59 (UTC),"The research entails developing theoretical foundations and new efficient computational methods to infer from observational and experimental data, formalize, understand and analyze the static properties and the dynamics of complex connected systems coming in various forms, including biological...","Italian Ministry of Education, University and Research",/jobs/361465,Behavioral_Data_Science,16 July 2025|/jobs/361465,False
840,"Postdoctoral Scientist - Applied Economics at the Forest lnvasion Synthesis Centre, Prague (FISC)",Czech Republic,16 July 2025,6 Oct 2025 - 00:00 (UTC),"The Dean of the Faculty of Forestry and Wood Sciences invites applications for the position of Postdoctoral Scientist – Applied Economics at the Forest lnvasion Synthesis Centre, Prague (FISC) Job Description: The Czech University of Life Sciences Prague (CZU) is one of the leading universities in...",Times Higher Education,/jobs/361526,Behavioral_Data_Science,16 July 2025|/jobs/361526,False
841,2023.15056.TENURE.050 | CBQF’s Chair in Sensory and Consumer Science Assistant Researcher,Portugal,15 July 2025,24 Aug 2025 - 17:00 (Europe/Lisbon),PUBLIC NOTICE/0080/2025 PUBLIC NOTICE FOR AN INTERNATIONAL CALL FOR APPLICATIONS FOR THE POST OF DOCTORAL RESEARCHER Portuguese VersionApplication Reference: 2023.15056.TENURE.050 | CBQF’s Chair in Sensory and Consumer Science Assistant Researcher |Universidade Católica Portuguesa 1. FrameworkThe...,Universidade Católica Portuguesa - Porto,/jobs/361226,Behavioral_Data_Science,15 July 2025|/jobs/361226,False
842,Local Processing and Opportunistic Fusion of Contextual Data for Low-Power Wearable  Medical Devices,France,15 July 2025,15 Sep 2025 - 23:00 (Europe/Paris),"Context: IMT Atlantique, internationally recognised for the quality of its research, is a leading general engineering school under the aegis of the Ministry of Industry and Digital Technology, ranked in the three main international rankings (THE, SHANGHAI, QS).Located on three campuses, Brest...",IMT Atlantique,/jobs/361151,Behavioral_Data_Science,15 July 2025|/jobs/361151,False
843,Electrical Characterization of 3D Integrated Ferroelectric Memories,Belgium,15 July 2025,15 Oct 2025 - 11:07 (Europe/Brussels),We are seeking device engineer candidates for exploring 3D integrated ferroelectric memories.What you will doMemories are an essential building block for all electronic systems and great efforts are being made by the industry and academia to improve existing technologies and to invent new ones...,IMEC,/jobs/361136,Behavioral_Data_Science,15 July 2025|/jobs/361136,False
