title,location,posted_on,deadline,details,institute,link,keyword
Doctoral Candidate for Neuromorphic Architectures in Memristors,Sweden,8 July 2025,31 Aug 2025 - 00:00 (UTC),"PhD on the topic: Neuromorphic Architectures in Memristors The REACT MSCA DN Project: Self-awareness in humans is an innate capability, arising from the brain’s ability to process a multitude of sensory inputs. Emulating this functionality in electronic systems—commonly referred to as neuromorphic...",HiPEAC,/jobs/359088,Neuromorphic_Computing
"Researcher, III-N Semiconductor technology for power devices",Finland,5 July 2025,11 Aug 2025 - 20:59 (UTC),Are you interested in III-N semiconductor device R&D for power devices and looking for a new job opportunity in the field? Would you like to develop innovative technologies with motivated and driven colleagues who are top experts in their field? Do you want to build an excellent science career and...,Academic Positions,/jobs/358781,Neuromorphic_Computing
Doctoral student in Neuromorphic Computing in Memristors,Sweden,3 July 2025,28 Aug 2025 - 23:00 (Europe/Stockholm),"As part of the Marie Curie ITN project REACT, KTH will focus on developing a memristor-based neuromorphic architecture, with particular emphasis on the BCPNN model pioneered at KTH. Other neuromorphic models will also be investigated. The PhD candidate will contribute to enhancing an existing...",Kungliga Tekniska högskolan,/jobs/358133,Neuromorphic_Computing
PhD in Programming models and high-level compilation for near-sensor dataflow execution under security constraints,Germany,3 July 2025,14 Aug 2025 - 00:00 (UTC),This project investigates novel programming models and compilation methodologies for reactive applications that execute close or at sensing nodes in cyber-physical systems (CPS). We built on prior work on MLIR to create a code generation framework that optimises not only for performance and energy...,HiPEAC,/jobs/357873,Neuromorphic_Computing
Post-quantum cryptography for emerging computing platforms,Austria,2 July 2025,31 Oct 2025 - 23:59 (Europe/Berlin),"Computing systems need to communicate with each other, and public-key cryptography plays a crucial role in establishing secure communication channels between the communicating devices. Post-quantum cryptography or PQC studies novel public-key primitives that prevent quantum computing attacks. PQC...",Graz University of Technology,/jobs/357615,Neuromorphic_Computing
Phd in Electronic Design (QRNG SoC),Belgium,2 July 2025,31 Oct 2025 - 00:00 (UTC),"PhD on the topic: CMOS-integrated QRNG for IoT SoC designs The REACT MSCA DN Project: Self-awareness in humans is an innate capability, arising from the brain’s ability to process a multitude of sensory inputs. Emulating this functionality in electronic systems—commonly referred to as neuromorphic...",HiPEAC,/jobs/357476,Neuromorphic_Computing
PhD on Energy-Efficient Online Learning Using Compute-in-Memory Architectures,Netherlands,2 July 2025,31 Oct 2025 - 00:00 (UTC),"Self-awareness in humans is an innate capability, arising from the brain’s ability to process a multitude of sensory inputs. Emulating this functionality in electronic systems, commonly referred to as neuromorphic computing holds the potential to create highly intelligent machines capable of...",HiPEAC,/jobs/357479,Neuromorphic_Computing
PhD in Formal Verification for Approximate In-Memory Computing,Germany,2 July 2025,15 Aug 2025 - 00:00 (UTC),"This project focuses on the formal verification of approximate designs for In-Memory Computing (IMC) systems. While approximate computing offers significant gains in power, performance, and area, it must still adhere to specific error bounds and functional specifications to maintain desired output...",HiPEAC,/jobs/357473,Neuromorphic_Computing
PhD in Sustainable Intelligence at the Edge: Integrating Intermittent Computing and Neuromorphic Architectures,United Kingdom,2 July 2025,31 Oct 2025 - 00:00 (UTC),"The Microsystems Research Group at Newcastle University invites applications for a fully funded, three-year PhD position within the REACT MSCA DN Project on Sustainable Intelligence at the Edge: Integrating Intermittent Computing and Neuromorphic Architectures. This interdisciplinary opportunity is...",HiPEAC,/jobs/357475,Neuromorphic_Computing
PhD in Post-quantum cryptography for emerging computing platforms,Austria,2 July 2025,31 Oct 2025 - 00:00 (UTC),"Computing systems need to communicate with each other, and public-key cryptography plays a crucial role in establishing secure communication channels between the communicating devices. Post-quantum cryptography or PQC studies novel public-key primitives that prevent quantum computing attacks. PQC...",HiPEAC,/jobs/357478,Neuromorphic_Computing
Research Associate,United Kingdom,2 August 2025,10 Aug 2025 - 00:00 (UTC),"About Us The Faculty of Life Sciences & Medicine brings together disciplinary strengths in biomedical sciences, clinical research and public health to improve human health. Our Faculty encompasses world-class departments—from neuroscience and structural molecular biology to infectious diseases and...",Times Higher Education,/jobs/366237,Cognitive_and_Systems_Neuroscience
"Research Assistant position at the emergent Team “Ecological Cognition and Computation” at Inserm, Lyon",France,1 August 2025,31 Aug 2025 - 12:00 (Europe/Paris),"We are looking for a Research Manager for our emergent Team “Ecological Cognition and Computation” led by Dr Nils Kolling, which is strongly associated with the Team “Neurobiology of Executive functions”, both part of Inserm, Auvergne Rhône-Alpes. The primary aim of our team is understanding of how...",inserm,/jobs/366179,Cognitive_and_Systems_Neuroscience
Postdoc Expert Witness Testimony at the International Criminal Court,Netherlands,1 August 2025,17 Aug 2025 - 21:59 (UTC),"Welcome to Maastricht UniversityAt Maastricht University (UM), we are committed to solving real-world problems through cutting-edge, interdisciplinary research. As a postdoctoral researcher in this unique project, you will contribute to a deeper understanding of how expert witness testimony is...",Maastricht University via AcademicTransfer,/jobs/365961,Cognitive_and_Systems_Neuroscience
Postdoctoral Research Fellows in Computational Linguistics,Australia,1 August 2025,20 Aug 2025 - 00:00 (UTC),1 x Part-Time (28 hours per week) Position for 2 years with an emphasis on data modelling and corpus-based investigations* 1 x Part-Time (28 hours per week) Position for 1 year with an emphasis on international online and lab-based data collection + large dataset management Both positions will be...,Times Higher Education,/jobs/365994,Cognitive_and_Systems_Neuroscience
FPCEUP| One Assistant Professor| Psychology| Edital 1404/2025- Pr. 166 (2023.14305.TENURE.022),Portugal,31 July 2025,12 Sep 2025 - 23:59 (Europe/Lisbon),"University of PortoNotice No.1404/2025 Dr. Maria Joana Mesquita Cruz Barbosa de Carvalho, Associate Professor with Aggregation at the Faculty of Sports of the University of Porto, Vice-Rector of the same University:I hereby announce that, by order of 25 July 2025, in the exercise of the powers...",Universidade do Porto – HR,/jobs/365922,Cognitive_and_Systems_Neuroscience
Call for the award of 1 (one) Research Grant for Masters enrolled in a non-degree course - Notice no. BICNCG/11/FARM-ID/2025,Portugal,31 July 2025,14 Aug 2025 - 23:59 (Europe/Lisbon),"It is made known that a call for the award of 1 (one) Research Grant for Masters enrolled in a non-degree course the scope of the project with the reference PTDC/MED-PAT/2582/2021, entitled: “Redução Fotoquímica de Proteínas” exclusively funded by national funds from the Fundação para a Ciência e a...",FARM-ID - Associação da Faculdade de Farmácia para a Investigação e Desenvolvimento,/jobs/365880,Cognitive_and_Systems_Neuroscience
Tenure-track lecturer in Psychological sciences (008/2025_LE),Spain,31 July 2025,22 Sep 2025 - 23:59 (Europe/Madrid),"The Universitat de Girona (UdG), part of the public university system of Catalonia, is recognized for its excellence in research and its commitment to social progress. It promotes science, technology, the humanities and the arts with a clear vocation for cooperation and social responsibility...",Universitat de Girona,/jobs/365778,Cognitive_and_Systems_Neuroscience
PhD Position in Auditory Cognitive and Computational Neuroscience,Netherlands,31 July 2025,17 Aug 2025 - 21:59 (UTC),Join a cutting-edge project investigating how the brain and body dynamically engage with sound in real-world listening situations.Job DescriptionWe are looking for a motivated PhD candidate to join an interdisciplinary project investigating how the human brain and body adaptively engage with sound...,Maastricht University via AcademicTransfer,/jobs/365611,Cognitive_and_Systems_Neuroscience
ASSISTANT RESEARCHERS (6) FOR THE i3S ASSOCIATED LABORATORY,Portugal,30 July 2025,1 Sep 2025 - 23:59 (Europe/Lisbon),"A call for applications has opened for six Assistant Researchers at i3S, to carry out roles aligned with the objectives of the Institute for Health Research and Innovation - i3S-LA Associated Laboratory. The scientific strategy motivating these Assistant Researcher positions aims to assemble a...",Instituto de Investigação e Inovação em Saúde da Universidade do Porto (i3S),/jobs/365535,Cognitive_and_Systems_Neuroscience
PhD student (M/F),France,30 July 2025,19 Aug 2025 - 23:59 (UTC),"The successful candidate will be supervised by Bruno Rossion, in collaboration with Jacques Jonas.https://face-categorization-lab.webnode.com/The successful PhD candidate will become a full member of the Systems and Cognitive Neuroscience group of the CNRS laboratory IMoPA UMR7365, Université de...",CNRS - National Center for Scientific Research,/jobs/365358,Cognitive_and_Systems_Neuroscience
Postdoc: Cryogenic CMOS-OxRAM Neuromorphic Circuits With Superconducting Interconnects,Canada,31 March 2023,31 Aug 2025 - 21:00 (America/New_York),Context: The latest major breakthrough in quantum computing (QC) has been the demonstration of quantum systems with more than 50 superconducting qubits allowing quantum supremacy for the first time. Other very promising qubit technologies include spin qubits based on solid-state quantum dots (QDs)...,Université de Sherbrooke,/jobs/91009,Neural_Engineering
Research Associate,United Kingdom,2 August 2025,10 Aug 2025 - 00:00 (UTC),"About Us The Faculty of Life Sciences & Medicine brings together disciplinary strengths in biomedical sciences, clinical research and public health to improve human health. Our Faculty encompasses world-class departments—from neuroscience and structural molecular biology to infectious diseases and...",Times Higher Education,/jobs/366237,Computational_Neuroscience
"Research Assistant position at the emergent Team “Ecological Cognition and Computation” at Inserm, Lyon",France,1 August 2025,31 Aug 2025 - 12:00 (Europe/Paris),"We are looking for a Research Manager for our emergent Team “Ecological Cognition and Computation” led by Dr Nils Kolling, which is strongly associated with the Team “Neurobiology of Executive functions”, both part of Inserm, Auvergne Rhône-Alpes. The primary aim of our team is understanding of how...",inserm,/jobs/366179,Computational_Neuroscience
"Notice of Competition for the admission to PhD programmes A.Y. 2025/2026 - Cycle 41, University of Cagliari",Italy,1 August 2025,15 Sep 2025 - 12:00 (Europe/Rome),"For the academic year 2025/2026 (Cycle 41) the University of Cagliari (UniCa) announces public competitions for 151 PhD positions, 111 of which are ordinary and supported by a scholarship, 18 are without a scholarship; 22 positions are reserved, 18 of them, with scholarship, are reserved for foreign...",Università degli Studi di Cagliari,/jobs/366141,Computational_Neuroscience
2 PhD position available on semi-naturalistic behavioral phenotyping and housing projects to increase translation,Netherlands,1 August 2025,15 Aug 2025 - 11:59 (Europe/Amsterdam),"Traditional laboratory housing and testing conditions are minimalistic and unlike natural environments, which can limit behavioral variability and reduce the relevance of brain data. These projects aim to improve translatability by creating a semi-naturalistic, enclosed habitat for rodents that...",Aarhus University,/jobs/366067,Computational_Neuroscience
M/F The dynamics of newborn neuron incorporation into the zebrafish optic roof,France,1 August 2025,21 Aug 2025 - 23:59 (UTC),"The main aim of the project is to investigate the principles underlying the incorporation and migration of newborn neurons into mature neuronal circuits in the optic tectum of zebrafish. To that end, the student will perform two-photon imaging and data analysis using matlab. - Conduct calcium...",CNRS - National Center for Scientific Research,/jobs/366003,Computational_Neuroscience
W2 professorship for Multimodal Sensor and Analytics Systems in Dementia Research 1454/2025/8,Germany,1 August 2025,11 Sep 2025 - 21:59 (UTC),"Area of research:Scientific / postdoctoral postsStarting date:2025-07-30T22:00ZJob description:The Rostock University Medical Center offers, jointly with the Deutsches Zentrum für Neurodegenerative Erkrankungen e.V. (DZNE) a W2 professorship for Multimodal Sensor and Analytics Systems in Dementia...",Helmholtz Association of German Research Centres,/jobs/365971,Computational_Neuroscience
Research Associate in Computational Modelling of Neuronal Dynamics,United Kingdom,1 August 2025,11 Aug 2025 - 00:00 (UTC),"About us The School of Neuroscience is UK’s 2nd largest Neuroscience school with over 500 researchers and 200 PhD students. It is one of three schools at the Institute of Psychiatry, Psychology & Neuroscience. CDN is one of four departments in the School of Neuroscience at the Institute of...",Times Higher Education,/jobs/365991,Computational_Neuroscience
Postdoctoral Research Fellows in Computational Linguistics,Australia,1 August 2025,20 Aug 2025 - 00:00 (UTC),1 x Part-Time (28 hours per week) Position for 2 years with an emphasis on data modelling and corpus-based investigations* 1 x Part-Time (28 hours per week) Position for 1 year with an emphasis on international online and lab-based data collection + large dataset management Both positions will be...,Times Higher Education,/jobs/365994,Computational_Neuroscience
PhD Position in Auditory Cognitive and Computational Neuroscience,Netherlands,31 July 2025,17 Aug 2025 - 21:59 (UTC),Join a cutting-edge project investigating how the brain and body dynamically engage with sound in real-world listening situations.Job DescriptionWe are looking for a motivated PhD candidate to join an interdisciplinary project investigating how the human brain and body adaptively engage with sound...,Maastricht University via AcademicTransfer,/jobs/365611,Computational_Neuroscience
Assistant Prof./Associate Prof./Professors/Chair Prof. - Global Scholar Recruitment Campaign,Hong Kong,31 July 2025,29 Aug 2025 - 00:00 (UTC),"Global Scholar Recruitment Campaign City University of Hong Kong (CityUHK) is one of the world’s leading universities, known for innovation, creativity and research. We are now seeking exceptional scholars to join us as Assistant Professors/Associate Professors/Professors/Chair Professors (on...",Times Higher Education,/jobs/365648,Computational_Neuroscience
PhD on the topic: Novel FeRAM/FeFET-based neuromorphic architectures,Netherlands,26 June 2025,31 Oct 2025 - 23:00 (UTC),"The REACT MSCA DN Project: Self-awareness in humans is an innate capability, arising from the brain’s ability to process a multitude of sensory inputs. Emulating this functionality in electronic systems—commonly referred to as neuromorphic computing—holds the potential to create highly intelligent...",University of Groningen via AcademicTransfer,/jobs/355436,Neuromorphic_Computing
PhD on the topic: Secure neuromorphic architectures,Netherlands,26 June 2025,31 Oct 2025 - 23:00 (UTC),"The REACT MSCA DN Project: Self-awareness in humans is an innate capability, arising from the brain’s ability to process a multitude of sensory inputs. Emulating this functionality in electronic systems—commonly referred to as neuromorphic computing—holds the potential to create highly intelligent...",University of Groningen via AcademicTransfer,/jobs/355437,Neuromorphic_Computing
Research engineer for future AI systems,Belgium,24 June 2025,24 Sep 2025 - 10:20 (Europe/Brussels),"In the team for Alternative Computing Systems we focus on non-conventional computing technologies for next-generation Artificial Intelligence (AI) systems. Our mission is to investigate radically different models of computation (unary, stochastic, neuromorphic, quantum, ..) and associated algorithms...",IMEC,/jobs/354896,Neuromorphic_Computing
"PhD Scholarship in Applied Physics, Neuromorphic Photonics and Ising Machines",Belgium,21 June 2025,5 Aug 2025 - 21:59 (UTC),"1 - Working at the VUBFor more than 50 years, the Vrije Universiteit Brussel has stood for freedom, equality and solidarity, and this is very much alive on our campuses among students and staff alike. At the VUB, you will find a diverse collection of personalities: innovators pur sang, but above all...",Academic Positions,/jobs/354509,Neuromorphic_Computing
PhD on Energy-Efficient Online Learning Using Compute-in-Memory Architectures,Netherlands,11 June 2025,24 Aug 2025 - 21:59 (UTC),"This PhD project, part of the REACT MSCA Doctoral Network, aims to develop an energy-efficient compute-in-memory (CIM) architecture using gain-cell memory for real-time edge learning, addressing power, latency, and memory bandwidth issues with reliable fault detection.InformationSelf-awareness in...",AcademicTransfer,/jobs/351436,Neuromorphic_Computing
DIVE INTO THE INTRIGUING WORLD OF COMPLEX SYSTEMS AND THEIR APPLICATIONS: IFISC IS NOW HIRING!,Spain,9 June 2025,20 Oct 2025 - 19:00 (Europe/Brussels),"The Institute for Cross-Disciplinary Physics and Complex Systems (IFISC) in Palma de Mallorca, Spain is pleased to announce up to 4 postdoctoral fellowships. We invite dedicated and enthusiastic researchers in the following research domains (see alsohttps://ifisc.uib-csic.es/en/research/maria-de...",Institute for Cross-Disciplinary Physics and Complex Systems (IFISC),/jobs/350981,Neuromorphic_Computing
PhD on 2D quantum photonics : towards neuromorphic applications with 2D ferroelectrics materials M/F,France,6 June 2025,2 Sep 2025 - 00:00 (UTC),"The 2D+ Research Group at CRHEA, located on the French Riviera near Nice, France, is seeking a highly motivated and talented PhD candidate to join our cutting-edge research in nanophotonics with 2D materials. We offer a unique opportunity to explore emerging phenomena such as sliding...",CNRS - National Center for Scientific Research,/jobs/350361,Neuromorphic_Computing
PhD Physics : Neuromorphic Computing Photonics,Belgium,21 May 2025,15 Aug 2025 - 12:00 (Europe/Brussels),"The aim of this PhD is to develop how physical systems can carry out brain inspired computation, with a focus on photonics implementations. The project will mainly use numerical simulations, analytical calculations, and possibly also experimental implementation in optics. Algorithms such as...",Université Libre de Bruxelles (ULB),/jobs/345834,Neuromorphic_Computing
PhD student in Neuromorphic Analog Calculator for NP-hard problem solving with a FPAA platform (M/F),France,10 May 2025,8 Aug 2025 - 00:00 (UTC),"The PhD student will join the Terahertz NDE and Nonlinear Dynamics team of the Georgia Tech-CNRS International Research Lab 2958, based at Georgia Tech Europe in Metz. This group is renowned for its expertise in nonlinear dynamics, terahertz imaging, and physics-based computation. The project is...",CNRS - National Center for Scientific Research,/jobs/342685,Neuromorphic_Computing
MSCA-PF: Joint application at the University of Granada. Department of Electronics and computer technology.,Spain,5 May 2025,10 September 2025,"Professor J uan Bautista Roldán Aranda, from the Department of Electronics and computer technology at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-electronics-and-computer-8,Neuromorphic_Computing
PhD Position F/M Development and validation of small-scale models of metabolite production in bacteria,France,29 May 2025,30 Sep 2025 - 00:00 (UTC),"The PhD project will be carried out in the project-team MICROCOSME at the Centre Inria de l’Université de Grenoble Alpes and the Laboratoire Interdisciplinaire de Physique (LIPhy, CNRS/UGA) under the joint supervision of Hidde de Jong (https://team.inria.fr/microcosme/hidde-de-jong/) and Noël...",inria,/jobs/348098,Neural_Engineering
Post-Doc for Deciphering the Neural Code for Space & Territoriality,Israel,27 May 2025,27 May 2026 - 16:16 (Asia/Jerusalem),"About our Campus: Hebrew University’s Edmond J. Safra Campus on Givat Ram is a vibrant hub of academic and research excellence nestled in the heart of Jerusalem. Our modern campus boasts state-of-the-art lab facilities, world-renowned faculty, and a stimulating environment that fosters scientific...",Hebrew University of Jerusalem,/jobs/347509,Neural_Engineering
Neural Network-based Inverse problems for Maxwell PDE’s: applications to electromagnetic source localization,France,22 May 2025,30 Sep 2025 - 00:00 (Europe/Paris),Scientific environment:The postdoctoral project is part of the new CAI4Science (AI for Science in Caen) interdisciplinary initiative within the University of Caen Normandy. CAI4Science is an ambitious research project that aims to harness the transformative potential of artificial intelligence (AI)...,Normandie Université,/jobs/346264,Neural_Engineering
Sonar Image Registration of the Seafloor for Underwater Drone Navigation Using Contrastive Learning,France,16 May 2025,31 Aug 2025 - 23:00 (Europe/Paris),"Scientific Background or State of the Art:Autonomous environment assessment in underwater settings during naval operations in unknown areas remains a challenging problem. Sonar images have limited range and do not directly provide a global view of the environment. Therefore, aligning (or registering...",IMT Atlantique,/jobs/344665,Neural_Engineering
"Assistant Professorship (all genders) - Tenure Track ""Machine Learning for Cyber-Physical Systems""",Austria,16 May 2025,7 Aug 2025 - 23:59 (Europe/Vienna),"TU Wien is Austria's largest institution of research and higher education in the fields of technology and natural sciences. With over 26,000 students and more than 4000 scientists, research, teaching, and learning dedicated to the advancement of science and technology have been conducted here for...",Vienna University of Technology,/jobs/344560,Neural_Engineering
"Postdoctoral Researcher in Applied Electronics and Signal Processing, Focused on E-Textiles",Switzerland,7 May 2025,4 Aug 2025 - 21:59 (UTC),"Postdoctoral Researcher in Applied Electronics and Signal Processing, Focused on E-TextilesDo you have expertise in applied electronics and signal processing? Are you interested in applied research on transformative electronic textiles (e-textiles)? Your research would explore novel solutions, which...",Academic Positions,/jobs/341507,Neural_Engineering
MSCA-PF: Joint application at the University of Granada. Department of Electronics and computer technology.,Spain,5 May 2025,10 September 2025,"Professor J uan Bautista Roldán Aranda, from the Department of Electronics and computer technology at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-electronics-and-computer-8,Neural_Engineering
PostDoc at IFPEN in Mechanical Engineering: Machine Learning-Accelerated Chemistry and Soot Modeling for 3D CFD Simulations of CLC Reactors,France,2 May 2025,31 Aug 2025 - 23:59 (Europe/Paris),"Carbon Capture and Storage (CCS) has been identified as the sole solution to significantly reduce carbon footprint of industries involving high temperature processes and with high carbon emissions. While different kind of carbon capture technologies are considered (pre-combustion capture, post...",IFP Energies nouvelles (IFPEN),/jobs/340655,Neural_Engineering
Investigation of Neural Circuits Involved in Motor Control,Canada,2 May 2025,31 Aug 2025 - 22:00 (UTC),"Our laboratory has recently identified and characterized neuronal brain mechanisms related to motor control and locomotion (Roussel et al, Cell Reports Medicine, 2023; Lemieux et al., Nature Communications, 2024). Using mouse genetics, we employ a wide range of techniques, from behavioral in vivo...",ABG  - Association Bernard Gregory,/jobs/340504,Neural_Engineering
Postdoc: Cryogenic CMOS-OxRAM Neuromorphic Circuits With Superconducting Interconnects,Canada,30 April 2025,31 Aug 2025 - 00:00 (America/Toronto),Context: The latest major breakthrough in quantum computing (QC) has been the demonstration of quantum systems with more than 50 superconducting qubits allowing quantum supremacy for the first time. Other very promising qubit technologies include spin qubits based on solid-state quantum dots (QDs)...,Université de Sherbrooke,/jobs/340183,Neural_Engineering
Postdoc: Cryogenic CMOS-OxRAM Neuromorphic Circuits With Superconducting Interconnects,Canada,30 April 2025,31 Aug 2025 - 00:00 (America/Toronto),Context: The latest major breakthrough in quantum computing (QC) has been the demonstration of quantum systems with more than 50 superconducting qubits allowing quantum supremacy for the first time. Other very promising qubit technologies include spin qubits based on solid-state quantum dots (QDs)...,Université de Sherbrooke,/jobs/340183,Neuromorphic_Computing
MSCA-PF: Joint application at the University of Granada. Department of Electromagnetism and Physics of the Matter.,Spain,21 April 2025,10 September 2025,"Professor Joaquín J. Torres, from the Department of Electromagnetism and Physics of the Matter at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-electromagnetism-and-physics-0,Neuromorphic_Computing
Research Leader CogniGron (1.0 FTE),Netherlands,8 April 2025,14 Sep 2025 - 22:00 (UTC),"Do you want to play a crucial role in developing new applications for the next generation of computer technology? At CogniGron, a globally recognized research center of the University of Groningen, we are looking for a Research Leader Demonstrator Program to join our team. As a Research Leader...",University of Groningen via AcademicTransfer,/jobs/333592,Neuromorphic_Computing
Materials and Devices for neuromorphic computing,Italy,13 March 2025,30 Nov 2025 - 12:00 (Europe/Rome),"The Institute for Microelectronics and Microsystems (IMM) of the National Research Council (CNR) opens PhD, Post-Docs and Researcher Positions in the framework of the PROJECT “MicroTech_for_Green” funded by Ministero delle Imprese e del Made in Italy (MIMIT) under IPCEI Microelettronica 2 (IPCEI ME...",Laboratorio MDM,/jobs/325213,Neuromorphic_Computing
Neuromorphic Computing,Belgium,14 December 2024,15 Aug 2025 - 23:59 (Europe/Brussels),"The aim of this PhD is to develop, using numerical simulations and analytical calculations, how physical systems can carry out brain inspired computation. Algorithms such as Reservoir Computing and Equilibrium Propagation, and other recent developments in Artificial Intelligence and Machine Learning...",Université Libre de Bruxelles (ULB),/jobs/301000,Neuromorphic_Computing
PhD Position – Dendritic Computing Circuits and Algorithms,Germany,22 November 2024,19 Jan 2038 - 03:14 (UTC),"Work group:PGI-14 - Neuromorphic Compute NodesArea of research:PromotionJob description:Your Job:Explore bio-inspired algorithms through simulation—both numerical and circuit-based—and experiment with existing hardware, including CMOS and memristor circuits. Additionally, will need to co-design...",Helmholtz Association of German Research Centres,/jobs/293311,Neuromorphic_Computing
"Post Doctoral Fellow, Aerospace Engineering",United Arab Emirates,29 December 2023,31 Dec 2025 - 00:00 (UTC),"General Details Position Code: Post Doctoral Fellow.8800500 Position Type: Post Doctoral Fellow Position Duration: 01/01/2024 to 31/12/2025 Position Title: Postdoctoral Research Fellow Project Title: Project Supervisor: Dr Yahya Zweiri, Associate Professor,yahya.zweiri@ku.ac.aeAcademic Department...",Times Higher Education,/jobs/182572,Neuromorphic_Computing
Postdoc: Cryogenic CMOS-OxRAM Neuromorphic Circuits With Superconducting Interconnects,Canada,31 March 2023,31 Aug 2025 - 21:00 (America/New_York),Context: The latest major breakthrough in quantum computing (QC) has been the demonstration of quantum systems with more than 50 superconducting qubits allowing quantum supremacy for the first time. Other very promising qubit technologies include spin qubits based on solid-state quantum dots (QDs)...,Université de Sherbrooke,/jobs/91009,Neuromorphic_Computing
PhD student/Postdoc/full-time researcher at RWTH Aachen University,Germany,18 December 2022,31 Aug 2025 - 00:00 (UTC),"RWTH Aachen University is Germany´s top-ranked engineering university with 45,000+ students. The Institute for Communication Technologies and Embedded Systems (ICE) is headed by Prof. Rainer Leupers, Chair for Software for Systems on Silicon. ICE performs R&D projects in different areas of embedded...",HiPEAC,/jobs/46757,Neuromorphic_Computing
"Postdoctoral Research Fellow in Cognitive Neuroscience, The MARCS Institute for Brain",Australia,30 July 2025,13 Aug 2025 - 00:00 (UTC),"Postdoctoral Research Fellow in Cognitive Neuroscience, The MARCS Institute for Brain, Behaviour and Development Full-Time, Fixed-Term Position for 2.5 Years Based at Westmead Innovation Quarter $112,718 to $136,180 p.a. Inclusive of Superannuation + Leave Loading About Western and The MARCS...",Times Higher Education,/jobs/365336,Cognitive_and_Systems_Neuroscience
"Research Associate / Post-Doctoral Associate in the Division of Science, Biology",United Arab Emirates,29 July 2025,28 Jul 2026 - 00:00 (UTC),"Description The RNA Modifications, Intellect, and NeuroDegeneration (RNA-MIND) Laboratory under the Biology Program, Division of Science, of New York University Abu Dhabi seeks to recruit a research associate/postdoctoral associate to work on projects focused on understanding RNA modification...",Times Higher Education,/jobs/364854,Cognitive_and_Systems_Neuroscience
PhD position in Memory under Stress: Role of Engram Cells,Netherlands,26 July 2025,22 Aug 2025 - 21:59 (UTC),Are you fascinated by understanding fundamental neurobiological processes in the context of stress and cognition? Are you intrigued to learn more about how stress can either disturb or amplify memories? Do you enjoy working in a lab and applying state-of-the-art techniques on in vivo animal models...,University of Amsterdam (UvA) via AcademicTransfer,/jobs/364479,Cognitive_and_Systems_Neuroscience
Junior Professor Chair in Neuroscience (tenure track position ),France,25 July 2025,30 Sep 2025 - 16:00 (Europe/Paris),"Université PSL is launching a call for applications for a Junior Professor Chair in Life Sciences entitled “Neurosciences”, to be based at the Institut de Biologie de l'École Normale Supérieure (IBENS), Université Paris Sciences et Lettres. This is a tenure track position with a reduced teaching...",Université PSL,/jobs/364435,Cognitive_and_Systems_Neuroscience
PhD Candidate - Neuroscience and Artificial Intelligence,Italy,23 July 2025,26 Aug 2025 - 23:59 (Europe/Rome),"In recent years, the interplay between artificial intelligence (AI) and neuroscience has grown increasingly dynamic, with each field offering valuable insights to the other. While the historical relationship has been largely unidirectional — AI drawing inspiration from the brain’s structure and...",Fondazione Bruno Kessler,/jobs/363587,Cognitive_and_Systems_Neuroscience
Post-Doctoral Fellow in Clinical Systems Neuroscience,Australia,23 July 2025,17 Aug 2025 - 00:00 (UTC),"Full time, fixed term until December 2027 Opportunity to join the School of Medical sciences as a Post-Doctoral Research Associate in Clinical Systems Neuroscience Base Salary starting from $113,400 + 17% superannuation About the opportunity The School of Medical Sciences is recognised as one of the...",Times Higher Education,/jobs/363347,Cognitive_and_Systems_Neuroscience
Post-Doctoral Fellow in Multiscale Systems Neuroscience,Australia,23 July 2025,17 Aug 2025 - 00:00 (UTC),"Full time, fixed term for two years Opportunity to join the School of Medical sciences as a Post-Doctoral Research Associate in Multiscale Systems Neuroscience Base Salary starting from $113,400 + 17% superannuation About the opportunity The School of Medical Sciences is recognised as one of the...",Times Higher Education,/jobs/363348,Cognitive_and_Systems_Neuroscience
"Opening of an international documentary competition for the recruitment of an assistant researcher in the area of Rehabilitation Sciences - Specialization in Neurosciences of the School of Health of the Polytechnic Institute of Porto, at the Rehabilitatio",Portugal,21 July 2025,1 Sep 2025 - 23:59 (Europe/Lisbon),"It is hereby made public that, by order of the President of the School of Health of the Polytechnic Institute of Porto (E2S|P.PORTO), Prof. Cristina Prudêncio, of September 5th 2024, the opening of an international selection documentary competition procedure for the recruitment of an assistant...",Escola Superior de Saúde do Politécnico do Porto,/jobs/362839,Cognitive_and_Systems_Neuroscience
