title,location,posted_on,deadline,details,institute,link,keyword
Post-doctoral or associate researcher position – PATTERN 3 project (Prevention of Addiction and Intergenerational Transmission – part 3),France,5 August 2025,30 Sep 2025 - 23:59 (Europe/Paris),"Department of Human and Social Sciences Position based in Rennes (France) Institution The EHESP-School of Public Health is a scientific public institution. EHESP is a member of the network of public service schools (RESP), France Universities and the conference of Grandes écoles (CGE).EHESP is also...",EHESP,/jobs/366612,Behavioral_Data_Science
Doctoral Researcher in the areas of Microbial Pathogens and Climate Change,Germany,5 August 2025,31 Aug 2025 - 23:59 (Europe/Berlin),"Most fungal pathogens that infect humans originate from the environment. However, our understanding of how climate change will influence these pathogens remains limited. This project will explore how changing environmental conditions impact the evolution, behaviour, and potential infectivity of...","University of Jena - Cluster of Excellence ""Balance of the Microverse""",/jobs/366570,Behavioral_Data_Science
"Institute Professor at the Laboratory of Neurodegeneration and Experimental Therapy,  Department of Brain Biochemistry IP PAS",Poland,5 August 2025,25 Aug 2025 - 23:59 (Europe/Warsaw),"POSITION DESCRIPTION:We are seeking a team member to plan, coordinate and conduct research on the effects of drug administration on the behavior of laboratory mice. The research will involve assessing the effects of single and repeated administration of LPS on behaviour changes using Promethion...",Institute of Pharmacology Polish Academy of Sciences,/jobs/366545,Behavioral_Data_Science
PhD Thesis: Multi-scale seismic characterization of active rockslides: from internal deformation to mass movement dynamics (M/F),France,5 August 2025,25 Aug 2025 - 23:59 (UTC),"Axis 1: Internal damage and failure precursors The main focus of the project involves leveraging data from a spatially dense seismic array to gain insights into rockslide behavior. Seismic array processing techniques, machine learning, and deep learning algorithms, will be employed to detect, locate...",CNRS - National Center for Scientific Research,/jobs/366492,Behavioral_Data_Science
JYU Visiting Fellow Programme 2026,Finland,5 August 2025,15 Sep 2025 - 20:59 (UTC),"CALL FOR APPLICATIONSJYU Visiting Fellow Programme 2026The University of Jyväskylä (JYU), Finland, invites applications for the JYU Visiting Fellow Programme 2026. The programme supports researchers with a doctoral degree, who are from outside Finland, to visit JYU for one (30 calendar days) to...",Academic Positions,/jobs/366502,Behavioral_Data_Science
Research Technician,Portugal,4 August 2025,24 Aug 2025 - 05:00 (Europe/Lisbon),"Fundação D. Anna de Sommer Champalimaud e Dr. Carlos Montez Champalimaud (Champalimaud Foundation), a private, non-profit research institution, is opening a call for a Research Technician. Eligible candidates must hold a Bachelor's degree in Biomedical Sciences, Neurophysiology, Physiological...",Champalimaud Foundation,/jobs/366428,Behavioral_Data_Science
2 (two) Research Fellowships (BI) for a Master enrolled in a non-degree course,Portugal,4 August 2025,19 Aug 2025 - 23:59 (Europe/Lisbon),"2 (two) Research Fellowships (BI) for a Master enrolled in a non-degree course 2 Research Fellowship(s) (BI) is(are) open at the FCiências.ID – Associação para a Investigação e Desenvolvimento de Ciências, for the project/R&D institution “OCTOCULT: Enhancing octopus welfare in aquaculture settings”...",FCiências.ID,/jobs/366378,Behavioral_Data_Science
PhD student in Visualization and Media technology,Sweden,5 July 2025,10 Aug 2025 - 22:00 (UTC),"We are looking for a PhD student in Visualization Technology and Methodology with a focus on interactive visualization, visual learning, science communication, and educational science, formally based at the Department of Science and Technology, Campus Norrköping. You will have the possibility to...",Talentech,/jobs/358503,Behavioral_Data_Science
PhD student position in Robotics and Machine Learning for Autonomous Manipulation,Sweden,5 July 2025,23 Aug 2025 - 22:00 (UTC),"PhD student position in Robotics and Machine Learning for Autonomous Manipulation We are offering a WASP, The Wallenberg AI, Autonomous Systems and Software Program, funded PhD position that provides a unique opportunity to develop deep expertise in robotics, machine learning, and control. WASP is a...",Talentech,/jobs/358504,Behavioral_Data_Science
PhD Position: Social Interaction and Language Technology,Netherlands,5 July 2025,26 Aug 2025 - 21:59 (UTC),"Are you interested in social interaction and language technology? As a PhD candidate, you will investigate a topic at the intersection of human language and interactive interfaces. You will be able to co-design your own research project as part of a larger team effort to better understand how...",Radboud University Nijmegen via AcademicTransfer,/jobs/358516,Behavioral_Data_Science
Postdoc Position: Social Interaction and Language Technology,Netherlands,5 July 2025,26 Aug 2025 - 21:59 (UTC),"Are you interested in social interaction and language technology? As a postdoctoral researcher, you will investigate topics at the intersection of human language and interactive interfaces. You will be able to design your own research projects and form part of the core staff of a transdisciplinary...",Radboud University Nijmegen via AcademicTransfer,/jobs/358517,Behavioral_Data_Science
"OPENING OF A CALL FOR TENDERS TO HIRE 1 (ONE) MASTER'S DEGREE HOLDER WITHIN THE SCOPE OF THE PROJECT ""UNI_R: INTEGRATED RESPONSE IN THE PROMOTION OF MENTAL HEALTH IN HIGHER EDUCATION"", OF THE R&D UNIT APPsyCI - APPLIED PSYCHOLOGY RESEARCH PSYCHOLOGY RESEA",Portugal,4 July 2025,13 Aug 2025 - 23:00 (Europe/Lisbon),"OPENING OF A CALL FOR TENDERS TO HIRE 1 (ONE) MASTER'S DEGREE HOLDER WITHIN THE SCOPE OF THE PROJECT ""UNI_R: INTEGRATED RESPONSE IN THE PROMOTION OF MENTAL HEALTH IN HIGHER EDUCATION"", OF THE R&D UNIT APPsyCI - APPLIED PSYCHOLOGY RESEARCH PSYCHOLOGY RESEARCH CENTER CAPABILITIES & INCLUSION OF ISPA -...","ISPA, CRL",/jobs/358491,Behavioral_Data_Science
Professor of Combustion Processes (tenured or tenure track),Estonia,4 July 2025,31 Aug 2025 - 23:59 (Europe/Helsinki),The Department of Energy Technology at Tallinn University of Technology (TalTech) invites applications for a Tenured Professorship in Combustion (and Thermochemical Conversion) Processes. We are seeking an internationally recognized researcher to lead innovative research and education in the fields...,Tallinn University of Technology,/jobs/358371,Behavioral_Data_Science
PhD Position F/M Application-aware I/O scheduling in HPC systems,France,4 July 2025,8 Aug 2025 - 00:00 (UTC),"High-performance computing (HPC) plays a critical role in enabling scientific advancements across domains such as artificial intelligence, climate modeling, and engineering by providing the necessary computational power to process massive datasets. In HPC systems, applications running on compute...",inria,/jobs/358224,Behavioral_Data_Science
"EngD or PostDoc Position on Future-Proof, Self-Organizing, Smart Logistics",Netherlands,4 July 2025,1 Sep 2025 - 21:59 (UTC),"We are looking for a highly motivated, enthusiastic, and curious EngD (Engineering Doctorate) or PostDoc researcher to join our Industrial Engineering & Business Information Systems (IEBIS) section at the Faculty of Behavioural, Management and Social Sciences. This position allows you to contribute...",AcademicTransfer,/jobs/358221,Behavioral_Data_Science
ANNOUNCEMENT INTERNATIONAL TENDER FOR THE RECRUITMENT OF A POST-DOCTORAL ASSOCIATE RESEARCHER,Portugal,3 July 2025,13 Aug 2025 - 23:59 (Europe/Lisbon),"recruit one (1) ) post-doctoral assistant researcherresearcher to perform duties in the scientific area of Geochronology / Plio-Pleistocene Geology or related areas, under the research project “ERC WRAP- Western Rift Archaeology and Palaeoenvironments Project”, for the Research Unit Interdiciplnary...",Universidade do Algarve,/jobs/358068,Behavioral_Data_Science
assistant professor in the group of research and teaching position,Poland,1 July 2025,20 Aug 2025 - 23:59 (Europe/Warsaw),assistant professor in the group of research and teaching position,AGH University of Krakow,/jobs/357352,Behavioral_Data_Science
"Research grants — R&D activities to be carried out by for students pursuing a Master's degree in Psychology and/or Neuropsychology (Article 6, FCT Regulation 950/2019) (2 vacancies)",Portugal,8 March 2025,30 Mar 2026 - 00:00 (Europe/Lisbon),REFERENCE: BI/MUNDIS/1/2024 Applications are now open for the award of **two (2) Research Scholarships** for students pursuing a Master's degree in Psychology and/or Neuropsychology. These scholarships are offered within the scope of the project titled **“MI-RICORDO: Transcultural and...,MUNDIS,/jobs/323880,Decision_Neuroscience
"Researcher, Privacy in Digital Health",Germany,27 September 2021,27 Sep 2025 - 12:00 (UTC),"We are looking for a Researcher, Privacy in Digital Health. Responsibilities Creatively and systematically search new knowledge and document such knowledge based on your expertise in the area of data protection and privacy Drive the succesful completion of the responsibilities of Stelar and act as...",Stelar Security Technology Law Research,/jobs/689317,Decision_Neuroscience
"Postdoctoral Research Associate, Craniofacial & Regenerative Biology",United Kingdom,7 August 2025,25 Aug 2025 - 00:00 (UTC),About us The Tucker lab is looking for a postdoc to work on a project funded by the Biotechnology and Biological Sciences Research Council (BBSRC). The post is for two years to study the role of the microbiome in olfaction using mouse models. The selected applicant will join the vibrant and friendly...,Times Higher Education,/jobs/367105,Brain_decoding
PhD Position in Auditory Cognitive and Computational Neuroscience,Netherlands,31 July 2025,17 Aug 2025 - 21:59 (UTC),Join a cutting-edge project investigating how the brain and body dynamically engage with sound in real-world listening situations.Job DescriptionWe are looking for a motivated PhD candidate to join an interdisciplinary project investigating how the human brain and body adaptively engage with sound...,Maastricht University via AcademicTransfer,/jobs/365611,Brain_decoding
PhD student in ElectroDNA project of the Brain & Mind Electrophysiology lab,Poland,11 July 2025,21 Aug 2025 - 00:00 (Europe/Warsaw),"Three year position in an international project entitled ‘Electrophysiological Discharges of Neuronal Assemblies’ (ElectroDNA) funded in the European Lead Agency Procedure (Opus LAP grant) between Poland and Czech Republic, with a goal to decipher the code of human memories on the level of...",Gdańsk University of Technology,/jobs/360514,Brain_decoding
Postdoctoral researcher in ElectroDNA project of the Brain & Mind Electrophysiology lab,Poland,10 July 2025,21 Aug 2025 - 00:00 (Europe/Warsaw),"Three year position in an international project entitled ‘Electrophysiological Discharges of Neuronal Assemblies’ (ElectroDNA) funded in the European Lead Agency Procedure (Opus LAP grant) between Poland and Czech Republic, with a goal to decipher the code of human memories on the level of...",Gdańsk University of Technology,/jobs/360270,Brain_decoding
PhD position: EEG-based auditory brain-computer interfaces,Belgium,17 June 2025,30 Sep 2025 - 23:59 (UTC),"In the STADIUS group of the Dept. of Electrical Engineering (ESAT) of KU Leuven, we are looking for a motivated PhD candidate with an interest in signal processing algorithms for auditory EEG-based brain-computer interfaces.",KU Leuven,/jobs/352968,Brain_decoding
One Postdoctoral position on multimodal and generative AI models for scene understanding,Italy,12 June 2025,31 Oct 2025 - 00:00 (UTC),"Commitment & contract: collaboration contract, 12 months (renewable) Location: Genova, via Enrico Melen 83 Step into a world of endless possibilities, together let’s leave something for the future! At IIT, we are committed to advancing human-centered Science and Technology to address the most urgent...",ISTITUTO ITALIANO DI TECNOLOGIA,/jobs/351937,Brain_decoding
Post-Doc for Translational Obesity and Metabolism Research,Israel,27 May 2025,27 May 2026 - 15:36 (Asia/Jerusalem),"About Our Campus: The Ein Kerem campus of the Hebrew University, established in 1960, is in southwestern Jerusalem. This campus hosts the Faculty of Medicine and the School of Dentistry, located next to Hadassah Hospital, one of the city’s main medical centers. It is also home to other healthcare...",Hebrew University of Jerusalem,/jobs/347496,Brain_decoding
"MSCA-PF: Joint application at the University of Granada. Department of Signal Theory, Telematics and Communications.",Spain,28 April 2025,10 September 2025,"Professor J osé Andrés González López , from the Department of Signal Theory, Telematics and Communications at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-signal-theory-telematics-and-4,Brain_decoding
"MSCA-PF: Joint application at the University of Granada. Department of Signal Theory, Telematics and Communications.",Spain,23 April 2025,10 September 2025,"Professor J osé Andrés González López , from the Department of Signal Theory, Telematics and Communications at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-signal-theory-telematics-and-3,Brain_decoding
Improving Computer Vision Models through Neural Signal Integration and Causal Inference (VINCI),France,18 April 2025,31 Aug 2025 - 23:00 (Europe/Paris),"Thesis supervisor : Adrien MERLINIThesis co-supervisors : Mai Quyen PHAM, Giulia LIOI, Javen SHI & Zhen ZHANGThesis co-supervised with The University of Adelaide, Australia Scientific Context:Artificial Intelligence (AI) has achieved remarkable progress in tasks traditionally requiring human...",IMT Atlantique,/jobs/337380,Brain_decoding
Assistant Professor in Living State Physics,Finland,4 June 2025,15 Aug 2025 - 00:00 (UTC),"Aalto University is where science and art meet technology and business. We shape a sustainable future by making research breakthroughs in and across our disciplines, sparking the game changers of tomorrow and creating novel solutions to major global challenges. Our community is made up of 120...",Times Higher Education,/jobs/349291,Computational_Neuroscience
Postdoctoral Fellowship,Türkiye,30 May 2025,30 Sep 2025 - 23:59 (Europe/Istanbul),Join Our Research Team: Network of European Funding for Neuroscience Research Postdoctoral Fellowship on Mechanisms Of Resilience And Vulnerability To Environmental Challenges In Mental Health.Brain Development and Psychosis LabNational Magnetic Resonance Research Center (UMRAM) Aysel Sabuncu Brain...,Bilkent University,/jobs/348549,Computational_Neuroscience
"Recroutment of  Lectuer or Associate Professor  in Department of Electrical, Electronics and Information Engineering,(Information, Telecommunication and Control Group)",Japan,29 May 2025,30 Sep 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Electrical and electronic engineering and related information engineering fields such as information engineering fields.　Intelligent information, perceptual information...",JREC-IN Portal,/jobs/347957,Computational_Neuroscience
"(Female Only Position) Faculty Position, Future University Hakodate, Hokkaido, Japan (Professor or Associate Professor, Center for Meta Learning)",Japan,29 May 2025,20 Aug 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Future University Hakodate will celebrate its 25th anniversary in 2025. As part of this milestone, we aim to update our approach to systems information science based on the...",JREC-IN Portal,/jobs/348011,Computational_Neuroscience
"Faculty Position, Future University Hakodate, Hokkaido, Japan (Professor or Associate Professor, Center for Meta Learning)",Japan,29 May 2025,20 Aug 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Vacancies due to retirement, etc. [Work content and job description] The successful applicant is required to teach about four subjects per year as listed below in Japanese...",JREC-IN Portal,/jobs/348027,Computational_Neuroscience
FY 2025 Call for RIKEN ECL Team / Unit Leaders,Japan,29 May 2025,7 Aug 2025 - 23:59 (UTC),[Background of the recruitment and description of the project] * Background of the recruitment and description of the project RIKEN started the RIKEN Early Career Leaders (ECL) Program in FY 2023 which declares our goal to train the next generation of talented researchers and engineers. The RIKEN...,JREC-IN Portal,/jobs/348040,Computational_Neuroscience
Post-Doc for Deciphering the Neural Code for Space & Territoriality,Israel,27 May 2025,27 May 2026 - 16:16 (Asia/Jerusalem),"About our Campus: Hebrew University’s Edmond J. Safra Campus on Givat Ram is a vibrant hub of academic and research excellence nestled in the heart of Jerusalem. Our modern campus boasts state-of-the-art lab facilities, world-renowned faculty, and a stimulating environment that fosters scientific...",Hebrew University of Jerusalem,/jobs/347509,Computational_Neuroscience
Post-Doc in Translational Social Cognitive and Affective Neuroscience of Pain and Emotions,Israel,27 May 2025,27 May 2026 - 15:31 (Asia/Jerusalem),"About our Campus: The Ein Kerem campus of the Hebrew University, established in 1960, is in southwestern Jerusalem. This campus hosts the Faculty of Medicine and the School of Dentistry, located next to Hadassah Hospital, one of the city’s main medical centers. It also is also home to other...",Hebrew University of Jerusalem,/jobs/347494,Computational_Neuroscience
PhD for translational Social Cognitive and Affective Neuroscience of Pain and Emotions,Israel,27 May 2025,27 May 2026 - 15:23 (Asia/Jerusalem),"About our Campus: The Ein Kerem campus of the Hebrew University, established in 1960, is in southwestern Jerusalem. This campus hosts the Faculty of Medicine and the School of Dentistry, located next to Hadassah Hospital, one of the city’s main medical centers. It also is also home to other...",Hebrew University of Jerusalem,/jobs/347492,Computational_Neuroscience
Postdoc (Jonas group “Nanophysiology” - ISTA),Austria,24 May 2025,22 Nov 2025 - 23:00 (UTC),"The research team of Peter Jonas at the Institute of Science and Technology Austria (ISTA) is an internationally leading group in the field of cellular neuroscience and neurophysiology. Specifically, the group is interested in the structure and function of synapses, from the level of molecules up to...",jobRxiv,/jobs/346860,Computational_Neuroscience
Seeking a Research Scientist (Indefinite-term) (25-974) (Molecular Design Computational Intelligence Unit),Japan,7 August 2025,5 Sep 2025 - 23:59 (UTC),[Background of the recruitment and description of the project] * Background of the recruitment and description of the project [Research Field and Overview] The aim of Molecular Design Computational Intelligence Unit is to develop novel hybrid computational methods of molecular simulation and...,JREC-IN Portal,/jobs/366966,Computational_Neuroscience
"Assistant Professor (Integrated circuits field (circuit design, signal processing, computer architecture, systems)) (Extended)",Japan,7 August 2025,31 Oct 2025 - 23:59 (UTC),[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Hiroshima University (HU) herewith makes an open international job offer and seeks to appoint Assistant Professor on Tenure Track System in the research area of Semiconductor...,JREC-IN Portal,/jobs/366969,Computational_Neuroscience
【Extension of period】Call for Assistant Professor (Tenure Track) (Division of Robotic),Japan,7 August 2025,29 Aug 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Department of Intelligent Mechanical Systems, Faculty of Environmental, Life, Natural Science and Technology, Okayama University is inviting applications for a position of...",JREC-IN Portal,/jobs/366996,Computational_Neuroscience
【Extension of period】Call for Associate Professor or Lecturer (Division of Biorobotics),Japan,7 August 2025,29 Aug 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Department of Intelligent Mechanical Systems, Faculty of Environmental, Life, Natural Science and Technology, Okayama University is inviting applications for the position of...",JREC-IN Portal,/jobs/366997,Computational_Neuroscience
Assistant Professor / Research Associate,Japan,7 August 2025,30 Dec 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project We are seeking to appoint an assistant professor and a research associate who are highly motivated, bright, and ambitious person to join our team, focusing on Biometrical...",JREC-IN Portal,/jobs/367005,Computational_Neuroscience
"Assistant Professor in School of Engineering, Institute of Science Tokyo (Former: Tokyo Institute of Technology)",Japan,7 August 2025,3 Nov 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Fields related to biomedical engineering (nanotechnology and materials, measurement engineering, data science, human interface/interaction, Kansei informatics, cognitive...",JREC-IN Portal,/jobs/367012,Computational_Neuroscience
"Assistant Professor in School of Engineering (Mechanical Engineering), Institute of Science Tokyo (Former: Tokyo Institute of Technology, Biomechanics)",Japan,7 August 2025,3 Oct 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project A research field on biomechanics and biomaterials aimed at understanding biological systems at the molecular, cellular, tissue, and organ levels—across nano, micro, milli...",JREC-IN Portal,/jobs/367022,Computational_Neuroscience
A PhD Student in Neuro-AI or Developmental Vision (M/F/X),Netherlands,7 August 2025,2 Feb 2026 - 15:01 (UTC),Centrum Wiskunde & Informatica (CWI) has a vacancy in the Machine Learning research group for a talented PHD-studenT iN NeuroAI of Developmental vision (m/f/x)A PHD-studenT iN NeuroAI of Developmental vision (m/f/x)to work on:The Curriculum of Sight - How Visual Processing Develops in Brains and......,AcademicTransfer,/jobs/367038,Computational_Neuroscience
"Call for Postdoctoral Fellows (Fixed-term Project Researcher) to work at AI Incubator Labs at WPI-IRCN, The University of Tokyo",Japan,7 August 2025,30 Sep 2025 - 23:59 (UTC),[Background of the recruitment and description of the project] * Background of the recruitment and description of the project WPI-IRCN is seeking post-doctoral research fellows (AI Incubator) who specialize in machine learning/artificial intelligence/statistics and/or computational/mathematical...,JREC-IN Portal,/jobs/366911,Computational_Neuroscience
Postdoctoral researcher: Neuronal Dynamics underlying Auditory Perception (German speaking),Germany,6 August 2025,30 Aug 2025 - 11:59 (Europe/Berlin),Position: Post-doctoral PositionDeadline: 30 August 2025Employment Start Date: 1 October 2025Contract Length: 2 yearsCity: MainzCountry: GermanyInstitution: University Medical Center of the Johannes Gutenberg University MainzDepartment: Institute for PhysiologyDescription:The Rumpel Lab (here) is...,Unimedizin Mainz,/jobs/366853,Computational_Neuroscience
PhD Student - Information and Communication Technology,Belgium,5 June 2025,15 Aug 2025 - 21:59 (UTC),"Last application date Aug 15, 2025 00:00Department CA60 - Information and Communication TechnologyContract Limited durationDegree EngineeringOccupancy rate 100%Vacancy type Research staffJob descriptionABOUT GHENT UNIVERSITYGhent University is a world of its own. Employing more than 15.000 people...",Academic Positions,/jobs/349729,Cognitive_Neuroscience
Postdoctoral Fellowship,Türkiye,30 May 2025,30 Sep 2025 - 23:59 (Europe/Istanbul),Join Our Research Team: Network of European Funding for Neuroscience Research Postdoctoral Fellowship on Mechanisms Of Resilience And Vulnerability To Environmental Challenges In Mental Health.Brain Development and Psychosis LabNational Magnetic Resonance Research Center (UMRAM) Aysel Sabuncu Brain...,Bilkent University,/jobs/348549,Cognitive_Neuroscience
Professor of Educational Psychology,Estonia,29 May 2025,5 Sep 2025 - 23:59 (Europe/Tallinn),Tallinn University announces a competition for a position of Tenure Track Associate Professor (the position of Tenure System career level I).The professorship in educational psychology spans two institutes and academic fields: 80% is affiliated with the School of Educational Sciences within the...,Tallinn University,/jobs/348257,Cognitive_Neuroscience
"(Female Only Position) Faculty Position, Future University Hakodate, Hokkaido, Japan (Professor or Associate Professor, Center for Meta Learning)",Japan,29 May 2025,20 Aug 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Future University Hakodate will celebrate its 25th anniversary in 2025. As part of this milestone, we aim to update our approach to systems information science based on the...",JREC-IN Portal,/jobs/348011,Cognitive_Neuroscience
"Faculty Position, Future University Hakodate, Hokkaido, Japan (Professor or Associate Professor, Center for Meta Learning)",Japan,29 May 2025,20 Aug 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Vacancies due to retirement, etc. [Work content and job description] The successful applicant is required to teach about four subjects per year as listed below in Japanese...",JREC-IN Portal,/jobs/348027,Cognitive_Neuroscience
Post-Doc for Deciphering the Neural Code for Space & Territoriality,Israel,27 May 2025,27 May 2026 - 16:16 (Asia/Jerusalem),"About our Campus: Hebrew University’s Edmond J. Safra Campus on Givat Ram is a vibrant hub of academic and research excellence nestled in the heart of Jerusalem. Our modern campus boasts state-of-the-art lab facilities, world-renowned faculty, and a stimulating environment that fosters scientific...",Hebrew University of Jerusalem,/jobs/347509,Cognitive_Neuroscience
Post-Doc in Translational Social Cognitive and Affective Neuroscience of Pain and Emotions,Israel,27 May 2025,27 May 2026 - 15:31 (Asia/Jerusalem),"About our Campus: The Ein Kerem campus of the Hebrew University, established in 1960, is in southwestern Jerusalem. This campus hosts the Faculty of Medicine and the School of Dentistry, located next to Hadassah Hospital, one of the city’s main medical centers. It also is also home to other...",Hebrew University of Jerusalem,/jobs/347494,Cognitive_Neuroscience
PhD for translational Social Cognitive and Affective Neuroscience of Pain and Emotions,Israel,27 May 2025,27 May 2026 - 15:23 (Asia/Jerusalem),"About our Campus: The Ein Kerem campus of the Hebrew University, established in 1960, is in southwestern Jerusalem. This campus hosts the Faculty of Medicine and the School of Dentistry, located next to Hadassah Hospital, one of the city’s main medical centers. It also is also home to other...",Hebrew University of Jerusalem,/jobs/347492,Cognitive_Neuroscience
"Postdoctoral fellow in psychology, with a focus on behavioral genetics",Sweden,20 May 2025,14 Aug 2025 - 22:00 (UTC),The University of Gothenburg tackles society’s challenges with diverse knowledge. 56 000 students and 6 600 employees make the university a large and inspiring place to work and study. Strong research and attractive study programmes attract researchers and students from around the world. With new...,Talentech,/jobs/345270,Cognitive_Neuroscience
"Postdoctoral fellow in psychology, with a focus on the science of learning",Sweden,20 May 2025,14 Aug 2025 - 22:00 (UTC),The University of Gothenburg tackles society’s challenges with diverse knowledge. 56 000 students and 6 600 employees make the university a large and inspiring place to work and study. Strong research and attractive study programmes attract researchers and students from around the world. With new...,Talentech,/jobs/345271,Cognitive_Neuroscience
Research Assistant Professor in Neuroimage and Artificial Intelligence in Medicine,Hong Kong,24 May 2025,22 Oct 2025 - 00:00 (UTC),"DEPARTMENT OF HEALTH TECHNOLOGY AND INFORMATICS Research Assistant Professor in Neuroimage and Artificial Intelligence in Medicine (Ref. 250522006) With over 85 years of rich heritage, The Hong Kong Polytechnic University (PolyU) has evolved alongside society and made pivotal contributions to the...",Times Higher Education,/jobs/346924,Machine_Learning_for_Neuroscience
Intelligence artificielle pour l'optimisation diagnostique et pronostique de l'imagerie nucléaire SPECT de la perfusion myocardique // Artificial intelligence - driven optimization of SPECT Myocardial Perfusion Imaging for the Non-Invasive Assessment of C,France,20 May 2025,9 Sep 2025 - 22:00 (UTC),"Les maladies cardiovasculaires (MCV) ont emporté 19,9 millions d'individus en 2021, soit ~30 % de la mortalité mondiale totale estimée à 68 millions d'individus. Avec 9 millions de décès dans le monde, l'ischémie myocardique représente à elle seule 45 % de la mortalité cardiovasculaire et 15 % de la...",ABG  - Association Bernard Gregory,/jobs/345310,Machine_Learning_for_Neuroscience
MSCA-PF 2025: Clinical-basic research in Neurology Research Group at the Institute for Health Research of the Principality of Asturias,Spain,15 May 2025,10 September 2025,"Join the Clinical-basic research in Neurology Research Group at the Institute for Health Research of the Principality of Asturias, managed by the Foundation for Biosanitary Research and Innovation of Asturias (FINBA) for Marie Skłodowska-Curie Postdoctoral Fellowships (MSCA-PF) 2025. Description...",FINBA,/jobs/hosting/msca-pf-2025-clinical-basic-research-neurology-research-group-institute-health,Machine_Learning_for_Neuroscience
"MSCA-PF: Joint application at the University of Granada. Department of Signal Theory, Telematics and Communications.",Spain,28 April 2025,10 September 2025,"Professor J osé Andrés González López , from the Department of Signal Theory, Telematics and Communications at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-signal-theory-telematics-and-4,Machine_Learning_for_Neuroscience
MSCA-PF: Joint application at the University of Granada. Department of Electromagnetism and Physics of the Matter.,Spain,21 April 2025,10 September 2025,"Professor Joaquín J. Torres, from the Department of Electromagnetism and Physics of the Matter at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-electromagnetism-and-physics-0,Machine_Learning_for_Neuroscience
Improving Computer Vision Models through Neural Signal Integration and Causal Inference (VINCI),France,18 April 2025,31 Aug 2025 - 23:00 (Europe/Paris),"Thesis supervisor : Adrien MERLINIThesis co-supervisors : Mai Quyen PHAM, Giulia LIOI, Javen SHI & Zhen ZHANGThesis co-supervised with The University of Adelaide, Australia Scientific Context:Artificial Intelligence (AI) has achieved remarkable progress in tasks traditionally requiring human...",IMT Atlantique,/jobs/337380,Machine_Learning_for_Neuroscience
"Intelligent Information Media Lab, Postdoctral Fellow",Japan,17 April 2025,31 Mar 2026 - 23:59 (UTC),[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Research overview Our research themes conver a wide range of basic technologies and applications for intelligent information-media systems that support people in daily life...,JREC-IN Portal,/jobs/336691,Machine_Learning_for_Neuroscience
Post-Doctoral Research Visit F/M Postdoctoral Position - Neural correlates of social interaction and its impact on performance in middle childhood,France,16 April 2025,30 Sep 2025 - 00:00 (UTC),"Social interaction among children is crucial for the proper development of social and cognitive skills, as well as for proper brain development. However, the topic of how children acquire the ability to form social bonds with their peers remains understudied and therefore poorly understood. One...",inria,/jobs/336235,Machine_Learning_for_Neuroscience
PhD candidate in AI and cognitive sciences,Luxembourg,10 April 2025,9 Apr 2026 - 04:11 (UTC),"About the FHSE The University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character. The Faculty of Humanities, Education and Social Sciences (FHSE) at the University of Luxembourg brings together expertise from the humanities...",University of Luxembourg,/jobs/334569,Machine_Learning_for_Neuroscience
